Prefix,Course Title,Section,Class Number,Days & Times,Bldg & Room
PL_P,"800 Doctoral Research, Dissertation, and/or Examination",08,05376,ARRGT,ARR ARR
PL_P,"800 Doctoral Research, Dissertation, and/or Examination",09,05377,ARRGT,ARR ARR
PL_P,"800 Doctoral Research, Dissertation, and/or Examination",10,05378,ARRGT,ARR ARR
PL_P,"800 Doctoral Research, Dissertation, and/or Examination",11,05379,ARRGT,ARR ARR
PL_P,"800 Doctoral Research, Dissertation, and/or Examination",12,05380,ARRGT,ARR ARR
PL_P,"800 Doctoral Research, Dissertation, and/or Examination",13,05381,ARRGT,ARR ARR
PL_P,"800 Doctoral Research, Dissertation, and/or Examination",14,05382,ARRGT,ARR ARR
PL_P,"800 Doctoral Research, Dissertation, and/or Examination",15,05383,ARRGT,ARR ARR
PL_P,"800 Doctoral Research, Dissertation, and/or Examination",16,05384,ARRGT,ARR ARR
PL_P,"800 Doctoral Research, Dissertation, and/or Examination",18,07724,ARRGT,ARR ARR
PL_P,"800 Doctoral Research, Dissertation, and/or Examination",19,07964,ARRGT,ARR ARR
PL_P,"800 Doctoral Research, Dissertation, and/or Examination",20,08213,ARRGT,ARR ARR
PL_P,"800 Doctoral Research, Dissertation, and/or Examination",21,08495,ARRGT,ARR ARR
PL_P,"800 Doctoral Research, Dissertation, and/or Examination",22,08570,ARRGT,ARR ARR
PL_P,"800 Doctoral Research, Dissertation, and/or Examination",23,09312,ARRGT,ARR ARR
PL_P,"800 Doctoral Research, Dissertation, and/or Examination",24,09369,ARRGT,ARR ARR
POL_S,101 [SSCI] American National Government,01,03875,"TU,TH13.30-14.45",WEBS 16
POL_S,101 [SSCI] American National Government,02,03876,"TU,TH9.10-10.25",HLD G0003
POL_S,101 [SSCI] American National Government,03,03877,ARRGT,ARR ARR
POL_S,103 [SSCI] International Politics,04,03901,ARRGT,ARR ARR
POL_S,201 Political Research Methods,01,03882,"TU,TH9.10-10.25",ABEL 201
POL_S,201 Political Research Methods,02,15088,ARRGT,ARR ARR
POL_S,305 Gender and Politics,02,03917,ARRGT,ARR ARR
POL_S,316 American Public Policy,01,03918,ARRGT,ARR ARR
POL_S,340 Introduction to Public Administration,01,03897,ARRGT,ARR ARR
POL_S,400 Political Science Issues,01,14807,"TU,TH10.35-11.50",TODD 307
POL_S,400 Political Science Issues,02,15649,ARRGT,ARR ARR
POL_S,402 Civil Liberties,02,03922,ARRGT,ARR ARR
POL_S,404 [M] The Judicial Process,02,03920,"TU,TH9.10-10.25",SPRK 335
POL_S,418 Human Issues in International Development,01,03905,ARRGT,ARR ARR
POL_S,428 [CAPS] Issues in Political Psychology,01,03887,"TU,TH10.35-11.50",FLMA 226
POL_S,428 [CAPS] Issues in Political Psychology,02,15093,ARRGT,ARR ARR
POL_S,472 [CAPS] [M] European Politics,01,15098,ARRGT,ARR ARR
POL_S,474 African Politics,01,14809,"TU,TH12.05-13.20",TODD 413
POL_S,497 Political Science Internship,01,03889,ARRGT,ARR ARR
POL_S,498 Public Policy Internship,01,03902,ARRGT,ARR ARR
POL_S,499 Special Problems,01,03890,ARRGT,ARR ARR
POL_S,501 The Scope of Political Science,01,03898,TH14.55-17.45,THOM 201
POL_S,"516 Seminar on Law, Courts, and Judicial Politics",01,03919,M14.10-17,TODD 130
POL_S,600 Special Projects or Independent Study,01,03892,ARRGT,ARR ARR
POL_S,"702 Master's Special Problems, Directed Study, and/or Examination",01,03893,ARRGT,ARR ARR
POL_S,"800 Doctoral Research, Dissertation, and/or Examination",01,03894,ARRGT,ARR ARR
PREV_SCI,511 Introduction to Prevention Science,01,07599,M14.10-17,SPRK 233
PREV_SCI,512 Finite and Growth Mixture Modeling,01,12075,"TU,TH14.55-16.10",SPRK 233
PREV_SCI,513 Research Methods in Prevention Science,01,07545,TU15.10-18,CUE 114
PREV_SCI,"700 Master's Research, Thesis, and/or Examination",01,05117,ARRGT,ARR ARR
PREV_SCI,"800 Doctoral Research, Dissertation, and/or Examination",01,05118,ARRGT,ARR ARR
PSYCH,312 [M] Research Methods in Psychology,02,04097,ARRGT,ARR ARR
PSYCH,312 [M] Research Methods in Psychology,01 Lab,03947,ARRGT,ARR ARR
PSYCH,312 [M] Research Methods in Psychology,02 Lab,03948,ARRGT,ARR ARR
PSYCH,312 [M] Research Methods in Psychology,03 Lab,03949,ARRGT,ARR ARR
PSYCH,312 [M] Research Methods in Psychology,05 Lab,03951,ARRGT,ARR ARR
PSYCH,312 [M] Research Methods in Psychology,08 Lab,04098,ARRGT,ARR ARR
PSYCH,324 Psychology of Gender,02,04100,ARRGT,ARR ARR
PSYCH,328 [M] Self Control,02,04054,"TU,TH13.30-14.45",CUE 419
PSYCH,440 [M] Clinical/Community Psychology,01,03960,"TU,TH12.05-13.20",TODD 130
PSYCH,444 [M] Basic Clinical Skills,01,04061,"M,W,F11.10-12",""
PSYCH,"511 Experimental Design, T-Tests, and Analysis of Variance",01,04010,"TU,TH12.05-13.20",SPRK G0045
PSYCH,514 Psychometrics,01,04011,"TU,TH14.55-16.10",AMS PUL
PSYCH,517 Clinical Skills,01,04121,TU10.35-11.50,JSNT 323
PSYCH,518 Lifespan Developmental Psychology,01,12742,"TU,TH13.30-14.45",AMS PUL
PSYCH,535 Personality Assessment and Diagnosis,01,04013,TH13.30-16.10,WLSH 5
PSYCH,537 Psychology Clinic Assessment Practicum,01,04122,M14.10-17,WLSH 3
PSYCH,545 Psychology Clinic Assessment and Psychotherapy Practicum,01,04123,ARRGT,ARR ARR
PSYCH,545 Psychology Clinic Assessment and Psychotherapy Practicum,02,04124,ARRGT,ARR ARR
PSYCH,546 Counseling and Psychological Services Practicum,01,04014,TU16.30-18,CUE 219
PSYCH,548 Clinical Externship,01,04015,ARRGT,ARR ARR
PSYCH,577 Behavioral Pharmacology,01,12745,"TU,TH13.30-14.45",AMS PUL
PSYCH,592 Cognition and Affective Basis of Behavior,01,04128,W9.10-12,AMS PUL
PSYCH,"700 Master's Research, Thesis, and/or Examination",01,04044,ARRGT,ARR ARR
PSYCH,"700 Master's Research, Thesis, and/or Examination",02,04045,ARRGT,ARR ARR
PSYCH,"700 Master's Research, Thesis, and/or Examination",04,04047,ARRGT,ARR ARR
PSYCH,"700 Master's Research, Thesis, and/or Examination",05,04048,ARRGT,ARR ARR
PSYCH,"700 Master's Research, Thesis, and/or Examination",07,04074,ARRGT,ARR ARR
PSYCH,"700 Master's Research, Thesis, and/or Examination",09,04076,ARRGT,ARR ARR
PSYCH,"700 Master's Research, Thesis, and/or Examination",13,04080,ARRGT,ARR ARR
PSYCH,"700 Master's Research, Thesis, and/or Examination",16,04083,ARRGT,ARR ARR
PSYCH,"700 Master's Research, Thesis, and/or Examination",17,04084,ARRGT,ARR ARR
PSYCH,"700 Master's Research, Thesis, and/or Examination",18,04085,ARRGT,ARR ARR
PSYCH,"800 Doctoral Research, Dissertation, and/or Examination",01,04018,ARRGT,ARR ARR
PSYCH,"800 Doctoral Research, Dissertation, and/or Examination",02,04019,ARRGT,ARR ARR
PSYCH,"800 Doctoral Research, Dissertation, and/or Examination",03,04020,ARRGT,ARR ARR
PSYCH,"800 Doctoral Research, Dissertation, and/or Examination",06,04023,ARRGT,ARR ARR
PSYCH,"800 Doctoral Research, Dissertation, and/or Examination",07,04024,ARRGT,ARR ARR
PSYCH,"800 Doctoral Research, Dissertation, and/or Examination",08,04025,ARRGT,ARR ARR
PSYCH,"800 Doctoral Research, Dissertation, and/or Examination",09,04026,ARRGT,ARR ARR
PSYCH,"800 Doctoral Research, Dissertation, and/or Examination",12,04029,ARRGT,ARR ARR
PSYCH,"800 Doctoral Research, Dissertation, and/or Examination",14,04031,ARRGT,ARR ARR
PSYCH,"800 Doctoral Research, Dissertation, and/or Examination",15,04032,ARRGT,ARR ARR
PSYCH,"800 Doctoral Research, Dissertation, and/or Examination",17,04034,ARRGT,ARR ARR
PSYCH,"800 Doctoral Research, Dissertation, and/or Examination",18,04035,ARRGT,ARR ARR
PSYCH,"800 Doctoral Research, Dissertation, and/or Examination",19,04036,ARRGT,ARR ARR
PSYCH,"800 Doctoral Research, Dissertation, and/or Examination",20,04037,ARRGT,ARR ARR
PSYCH,"800 Doctoral Research, Dissertation, and/or Examination",22,04050,ARRGT,ARR ARR
PSYCH,"800 Doctoral Research, Dissertation, and/or Examination",23,04051,ARRGT,ARR ARR
SCIENCE,101 [PSCI] Integrated Science: Origins in the Natural World,01 Lab,04595,TU9-11.50,HLD 101
SCIENCE,101 [PSCI] Integrated Science: Origins in the Natural World,02 Lab,04596,TU12.05-14.55,HLD 101
SCIENCE,101 [PSCI] Integrated Science: Origins in the Natural World,03 Lab,04597,TU15-17.50,HLD 101
SCIENCE,101 [PSCI] Integrated Science: Origins in the Natural World,04 Lab,04598,W12.10-15,HLD 101
SCIENCE,101 [PSCI] Integrated Science: Origins in the Natural World,05 Lab,04599,W15.10-18,HLD 101
SCIENCE,101 [PSCI] Integrated Science: Origins in the Natural World,08 Lab,04602,TH15-17.50,HLD 101
SCIENCE,101 [PSCI] Integrated Science: Origins in the Natural World,09 Lab,04603,TU18.10-21,HLD 101
SCIENCE,101 [PSCI] Integrated Science: Origins in the Natural World,10 Lab,04604,W18.10-21,HLD 101
SCIENCE,210 Your Future in Life Sciences,01,14946,"TU,TH15.10-16",""
SCIENCE,210 Your Future in Life Sciences,02,14947,"TU,TH16.10-17",""
SDC,120 Foundational Drawing,02,06876,"TU,TH9.10-11.40",CARP 201
SDC,120 Foundational Drawing,03,06877,"TU,TH13.30-16",CARP 201
SDC,120 Foundational Drawing,04,08482,"W,F13.10-15.40",CARP 201
SDC,488 Professional Practice Coop/Internship I,01,08032,ARRGT,ARR ARR
SDC,489 Professional Practice Coop/Internship II,01,08035,ARRGT,ARR ARR
SDC,489 Professional Practice Coop/Internship II,02,09605,ARRGT,ARR ARR
SDC,499 Special Problems,01,08409,ARRGT,ARR ARR
SDC,499 Special Problems,02,08410,ARRGT,ARR ARR
SHS,201 American Sign Language I,02,08171,ARRGT,ARR ARR
SHS,205 Introduction to Speech-Language Pathology and Audiology,01,07547,"TU,TH9.10-10.25",""
SHS,490 Special Topics in Speech and Hearing Sciences,01,06260,ARRGT,ARR ARR
SOC,101 [SSCI] Introduction to Sociology,21,08745,ARRGT,ARR ARR
SOC,102 [SSCI] Social Problems,02,06596,"TU,TH9.10-10.25",""
SOC,245 Sociology of Sport,02,08433,"M,W,F10.10-11",""
SOC,"251 [DIVR] The Sociology of Sex, Relationships, and Marriage",02,09929,ARRGT,ARR ARR
SOC,"300 [DIVR] [M] Intersections of Race, Class, Gender, and Sexuality",01,05849,"M,W,F13.10-14",""
SOC,310 Development of Social Theory,01,06600,ARRGT,ARR ARR
SOC,317 [M] Research Methods in Sociology,01,06601,"M,W,F10.10-11",SPRK 323
SOC,321 Quantitative Techniques in Sociology I,02,12008,"TU,TH9.10-10.25",""
SOC,321 Quantitative Techniques in Sociology I,F15.10-16,WEB ARR, ,""
SOC,321 Quantitative Techniques in Sociology I,03,12009,"TU,TH9.10-10.25",""
SOC,321 Quantitative Techniques in Sociology I,F11.10-12,WEB ARR, ,""
SOC,321 Quantitative Techniques in Sociology I,04,12010,"TU,TH9.10-10.25",""
SOC,321 Quantitative Techniques in Sociology I,F12.10-13,WEB ARR, ,""
SOC,321 Quantitative Techniques in Sociology I,05,12011,"TU,TH9.10-10.25",""
SOC,321 Quantitative Techniques in Sociology I,F10.10-11,WEB ARR, ,""
SOC,332 [SSCI] Sustainability and Society,01,06603,"M,W,F12.10-13",FLMA 226
SOC,352 Youth and Society,01,09074,ARRGT,ARR ARR
SOC,362 Juvenile Delinquency,01,08151,ARRGT,ARR ARR
SOC,368 Drugs and Society,01,09073,ARRGT,ARR ARR
SOC,384 Sociology of Gender,01,08436,"M,W,F14.10-15",SPRK 227
SOC,495 [CAPS] [M] Internship Capstone,01,06607,ARRGT,ARR ARR
SOC,498 Research Assistantship,01,06608,ARRGT,ARR ARR
SOC,499 Special Problems,01,06609,ARRGT,ARR ARR
SOC,511 Data Management,01,06611,"TU,TH12.05-13.20",WLSH 201
SOC,520 Research Methods in Sociology,01,12012,TH14.55-17.45,WLSH 201
SOC,591 The Sociology Profession,01,06612,W15-15.50,WLSH 201
SOC,592 Special Topics in Sociology,01,08118,M14.50-17.40,WLSH 201
SOC,593 Special Topics in Sociology,01,07983,TU14.55-17.45,WLSH 201
SOC,600 Special Projects or Independent Study,01,06613,ARRGT,ARR ARR
SOC,"700 Master's Research, Thesis, and/or Examination",01,06615,ARRGT,ARR ARR
SOC,"800 Doctoral Research, Dissertation, and/or Examination",01,06617,ARRGT,ARR ARR
SOE,101 [PSCI] Introduction to Geology,01 Lab,06402,TU9.10-12,WEBS 134
SOE,101 [PSCI] Introduction to Geology,02 Lab,06403,TU9.10-12,WEBS 138
SOE,101 [PSCI] Introduction to Geology,03 Lab,06404,TU12.10-15,WEBS 134
SOE,101 [PSCI] Introduction to Geology,04 Lab,06405,TU12.10-15,WEBS 138
SOE,101 [PSCI] Introduction to Geology,05 Lab,06406,TU12.10-15,WEBS 146
SOE,101 [PSCI] Introduction to Geology,06 Lab,06407,TU15.10-18,WEBS 134
SOE,101 [PSCI] Introduction to Geology,07 Lab,06408,TU15.10-18,WEBS 138
SOE,101 [PSCI] Introduction to Geology,08 Lab,06409,TU15.10-18,WEBS 146
SOE,101 [PSCI] Introduction to Geology,10 Lab,06411,TU18.10-21,WEBS 134
SOE,101 [PSCI] Introduction to Geology,11 Lab,06412,TU18.10-21,WEBS 138
SOE,101 [PSCI] Introduction to Geology,12 Lab,06413,TU18.10-21,WEBS 146
SOE,101 [PSCI] Introduction to Geology,13 Lab,06414,W9.10-12,WEBS 138
SOE,101 [PSCI] Introduction to Geology,15 Lab,06416,W12.10-15,WEBS 134
SOE,101 [PSCI] Introduction to Geology,16 Lab,06417,W12.10-15,WEBS 138
SOE,101 [PSCI] Introduction to Geology,17 Lab,06418,W12.10-15,WEBS 146
SOE,101 [PSCI] Introduction to Geology,18 Lab,06419,W18.10-21,WEBS 152
SOE,101 [PSCI] Introduction to Geology,19 Lab,06420,W15.10-18,WEBS 134
SOE,101 [PSCI] Introduction to Geology,20 Lab,06421,W15.10-18,WEBS 138
SOE,101 [PSCI] Introduction to Geology,21 Lab,06422,W15.10-18,WEBS 146
SOE,101 [PSCI] Introduction to Geology,22 Lab,06423,W18.10-21,WEBS 134
SOE,101 [PSCI] Introduction to Geology,23 Lab,06424,W18.10-21,WEBS 138
SOE,101 [PSCI] Introduction to Geology,25 Lab,06426,TH12.10-15,WEBS 134
SOE,101 [PSCI] Introduction to Geology,26 Lab,06427,TH12.10-15,WEBS 138
SOE,101 [PSCI] Introduction to Geology,27 Lab,06428,TH12.10-15,WEBS 146
SOE,101 [PSCI] Introduction to Geology,29 Lab,06430,TH15.10-18,WEBS 134
SOE,101 [PSCI] Introduction to Geology,30 Lab,06431,TH15.10-18,WEBS 138
SOE,101 [PSCI] Introduction to Geology,31 Lab,06432,TH15.10-18,WEBS 146
SOE,102 Physical Geology,01,07641,"TU,TH15.10-16.25",CUE 202
SOE,102 Physical Geology,01 Lab,07642,TU12.10-15,WEBS 147
SOE,102 Physical Geology,02 Lab,07643,W15.10-18,WEBS 147
SOE,102 Physical Geology,03 Lab,09198,W18.10-21,WEBS 147
SOE,105 [PSCI] Natural Resources and Natural Hazards,01,09099,"M,W,F15.10-16",""
SOE,105 [PSCI] Natural Resources and Natural Hazards,02,09236,"M,W,F15.10-16",""
SOE,204 Introduction to Measurements and Analysis in Natural Resource Sciences,01 Lab,06284,TU13.30-16.20,STEF ARR
SOE,204 Introduction to Measurements and Analysis in Natural Resource Sciences,02 Lab,06285,M14.10-17,STEF ARR
SOE,204 Introduction to Measurements and Analysis in Natural Resource Sciences,03 Lab,09497,TH13.30-16.20,STEF ARR
SOE,210 [PSCI] Earth's History and Evolution,01 Lab,06436,TH14.55-17.45,WEBS 1126
SOE,210 [PSCI] Earth's History and Evolution,TH14.55-17.45,WEBS 1141, ,""
SOE,210 [PSCI] Earth's History and Evolution,02 Lab,06437,TU14.55-17.45,WEBS 1126
SOE,210 [PSCI] Earth's History and Evolution,TU14.55-17.45,WEBS 1141, ,""
SOE,210 [PSCI] Earth's History and Evolution,03 Lab,08212,M13.10-16,WEBS 1126
SOE,210 [PSCI] Earth's History and Evolution,M13.10-16,WEBS 1141, ,""
SOE,210 [PSCI] Earth's History and Evolution,05 Lab,09498,W17.10-20,WEBS 1126
SOE,210 [PSCI] Earth's History and Evolution,W17.10-20,WEBS 1141, ,""
SOE,"275 Rivers: Form, Function, and Management",01,11909,"TU,TH13.30-14.45",HLD G0003
SOE,285 The Science and Policy of Climate Change,01,13182,ARRGT,ARR ARR
SOE,301 Forest Plants and Ecosystems,01,06287,"M,W13.10-14",""
SOE,301 Forest Plants and Ecosystems,01 Lab,06288,TU13.30-16.20,TROY G0007
SOE,301 Forest Plants and Ecosystems,02 Lab,06289,TH13.30-16.20,TROY G0007
SOE,301 Forest Plants and Ecosystems,03 Lab,06290,F14.10-17,TROY G0007
SOE,304 Ecosystem Field Measurements,01,09984,"TU,TH12.05-13.20",TROY 309
SOE,304 Ecosystem Field Measurements,01 Lab,09985,TH13.30-16.20,TROY 309
SOE,305 Silviculture,01,06291,"M,W,F8.10-9",TROY 309
SOE,310 Methods in Wildlife Ecology,01,06292,"M,W,F9.10-10",TROY 309
SOE,310 Methods in Wildlife Ecology,01 Lab,06293,M14.10-17,TROY G0007
SOE,310 Methods in Wildlife Ecology,02 Lab,06294,W14.10-17,TROY G0007
SOE,"312 [DIVR] Natural Resources, Society, and the Environment",01,09294,ARRGT,ARR ARR
SOE,315 Water and the Earth,01,09796,ARRGT,ARR ARR
SOE,315 Water and the Earth,01 Lab,09876,ARRGT,ARR ARR
SOE,320 Sedimentary Petrology and Sedimentation,01,06440,"M,W10.10-11",WEBS 1126
SOE,320 Sedimentary Petrology and Sedimentation,01 Lab,06441,M15.10-18,WEBS 822
SOE,350 Earth Materials,01,06442,"M,W,F9.10-10",WEBS 1051
SOE,350 Earth Materials,01 Lab,06443,TU9.10-12,WEBS 822
SOE,390 Living on the Edge: Global Climate Change and Earth History,01,09289,ARRGT,ARR ARR
SOE,444 Environmental Assessment,02,10097,TH16.20-17.35,AMS PUL
SOE,446 [M] Wildlife Habitat Ecology,03 Lab,09278,TU14.10-17,WEBS 1149
SOE,454 [CAPS] [M] Restoration Ecology,01 Lab,07582,W14.10-17,STEF ARR
SOE,454 [CAPS] [M] Restoration Ecology,02 Lab,07583,TH13.30-16.20,JSNH C0107
SOE,454 [CAPS] [M] Restoration Ecology,03 Lab,09271,M14.10-17,SPRK G0045
SOE,475 Groundwater,01 Lab,08100,TH9.10-12,WEBS 1126
SOE,492 Special Topics,01,06246,ARRGT,ARR ARR
SOE,492 Special Topics,02,09276,ARRGT,ARR ARR
SOE,495 Undergraduate Internship,01,06247,ARRGT,ARR ARR
SOE,495 Undergraduate Internship,02,09503,ARRGT,ARR ARR
SOE,495 Undergraduate Internship,04,09971,ARRGT,ARR ARR
SOE,495 Undergraduate Internship,05,10010,ARRGT,ARR ARR
SOE,495 Undergraduate Internship,07,10099,ARRGT,ARR ARR
SOE,498 Seminar,01,04583,TH16.20-17.10,""
SOE,499 Special Problems,01,06248,ARRGT,ARR ARR
SOE,501 Graduate Skills Seminar,01,06249,F10.10-11,TROY 309
SOE,526 Ecology of the Columbia River,01,13475,W12-14.50,TROY 309
SOE,540 Agroecology,01,08893,W11.10-13.40,AMS PUL
SOE,540 Agroecology,02,15412,W11.10-13.40,AMS PUL
SOE,544 Environmental Assessment,02,10096,TH16.20-17.35,AMS PUL
SOE,576 Biology and Ecology of Pacific Salmon,02,13183,"TU,TH16.25-17.40",AMS PUL
SOE,583 Radiogenic Isotopes and Geochronology,01,09506,"TU,TH10.35-11.50",WEBS 1051
SOE,597 Advanced Topics in Geology,01,06444,ARRGT,ARR ARR
SOE,598 Seminar,01,04584,TH16.20-17.10,""
SOE,600 Special Projects or Independent Study,01,06251,ARRGT,ARR ARR
SOE,"700 Master's Research, Thesis, and/or Examination",01,06252,ARRGT,ARR ARR
SOE,"702 Master's Special Problems, Directed Study, and/or Examination",01,06253,ARRGT,ARR ARR
SOE,"800 Doctoral Research, Dissertation, and/or Examination",01,06254,ARRGT,ARR ARR
SOIL_SCI,101 Organic Gardening and Farming,01,06182,ARRGT,ARR ARR
SOIL_SCI,201 [BSCI] Soil: A Living System,01,06183,"TU,TH10.35-11.50",FSHN T0101
SOIL_SCI,201 [BSCI] Soil: A Living System,02,06184,ARRGT,ARR ARR
SOIL_SCI,202 [BSCI] Introductory Soil Science Laboratory,01,09816,TH13.30-16,VPBS 43
SOIL_SCI,368 Introduction to Geographic Information Systems,01,06185,"TU,TH9.10-10",FSHN T0101
SOIL_SCI,368 Introduction to Geographic Information Systems,02,06186,ARRGT,ARR ARR
SOIL_SCI,368 Introduction to Geographic Information Systems,01 Lab,06187,W14.10-17,JSNH 116
SOIL_SCI,368 Introduction to Geographic Information Systems,02 Lab,06188,TU13.30-16.10,JSNH 116
SOIL_SCI,368 Introduction to Geographic Information Systems,03 Lab,06189,TH10.35-13.05,JSNH 116
SOIL_SCI,368 Introduction to Geographic Information Systems,04 Lab,06190,ARRGT,ARR ARR
SOIL_SCI,452 The Landscape of Soil,01,15405,"TU,TH9.10-10",VPBS 39
SOIL_SCI,452 The Landscape of Soil,01 Lab,15406,TU12.10-14.45,VPBS 39
SOIL_SCI,479 Organic Farm and Garden Field Management,01,07619,ARRGT,ARR ARR
SOIL_SCI,480 Practicum in Organic Agriculture,01,07580,ARRGT,ARR ARR
SOIL_SCI,495 Research Experience,01,06128,ARRGT,ARR ARR
SOIL_SCI,498 Professional Internship,01,06191,ARRGT,ARR ARR
SOIL_SCI,499 Special Problems,01,06192,ARRGT,ARR ARR
SOIL_SCI,501 Seminar,02,06194,M13.10-14,AMS PUL
SOIL_SCI,501 Seminar,03,06195,M13.10-14,AMS PUL
SOIL_SCI,501 Seminar,04,06196,M13.10-14,AMS PUL
SOIL_SCI,501 Seminar,05,06197,M13.10-14,AMS PUL
SOIL_SCI,502 Advanced Topics in Soils,01,06198,ARRGT,ARR ARR
SOIL_SCI,502 Advanced Topics in Soils,07,15437,"TU,TH11.10-12",AMS PUL
SOIL_SCI,502 Advanced Topics in Soils,08,15438,"TU,TH11.10-12",CLAR 151
SOIL_SCI,502 Advanced Topics in Soils,09,15439,"TU,TH11.10-12",AMS PUL
SOIL_SCI,502 Advanced Topics in Soils,10,15440,"TU,TH11.10-12",AMS PUL
SOIL_SCI,502 Advanced Topics in Soils,11,15441,"TU,TH11.10-12",AMS PUL
SOIL_SCI,503 Advanced Topics in Soil Analysis,01,06199,ARRGT,ARR ARR
SOIL_SCI,505 Teaching Practicum,01,06200,ARRGT,ARR ARR
SOIL_SCI,506 Research Presentations,01,09768,W15.10-17.40,JSNH 204
SOIL_SCI,506 Research Presentations,02,09769,W15.10-17.40,AMS PUL
SOIL_SCI,506 Research Presentations,03,09770,W15.10-17.40,AMS PUL
SOIL_SCI,506 Research Presentations,04,09771,W15.10-17.40,AMS PUL
SOIL_SCI,531 Soil Microbiology,01,15358,"W,F13.10-14",JSNH 204
SOIL_SCI,531 Soil Microbiology,02,16433,"W,F13.10-14",AMS PUL
SOIL_SCI,531 Soil Microbiology,03,16434,"W,F13.10-14",AMS PUL
SOIL_SCI,531 Soil Microbiology,04,16435,"W,F13.10-14",AMS PUL
SOIL_SCI,531 Soil Microbiology,05,16436,"W,F13.10-14",AMS PUL
SOIL_SCI,531 Soil Microbiology,01 Lab,15359,TH14.55-17.25,VPBS 39
SOIL_SCI,531 Soil Microbiology,02 Lab,16437,TH14.55-17.25,AMS PUL
SOIL_SCI,531 Soil Microbiology,03 Lab,16438,TH14.55-17.25,AMS PUL
SOIL_SCI,531 Soil Microbiology,04 Lab,16439,TH14.55-17.25,AMS PUL
SOIL_SCI,531 Soil Microbiology,05 Lab,16440,TH14.55-17.25,AMS PUL
SOIL_SCI,547 Soil Fertility Management,01,07946,ARRGT,ARR ARR
SOIL_SCI,600 Special Projects or Independent Study,01,06205,ARRGT,ARR ARR
SOIL_SCI,"700 Master's Research, Thesis, and/or Examination",01,06206,ARRGT,ARR ARR
SOIL_SCI,"700 Master's Research, Thesis, and/or Examination",02,06207,ARRGT,ARR ARR
SOIL_SCI,"700 Master's Research, Thesis, and/or Examination",03,06208,ARRGT,ARR ARR
SOIL_SCI,"700 Master's Research, Thesis, and/or Examination",04,06209,ARRGT,ARR ARR
SOIL_SCI,"700 Master's Research, Thesis, and/or Examination",05,06210,ARRGT,ARR ARR
SOIL_SCI,"700 Master's Research, Thesis, and/or Examination",06,06211,ARRGT,ARR ARR
SOIL_SCI,"700 Master's Research, Thesis, and/or Examination",07,06212,ARRGT,ARR ARR
SOIL_SCI,"700 Master's Research, Thesis, and/or Examination",08,07764,ARRGT,ARR ARR
SOIL_SCI,"700 Master's Research, Thesis, and/or Examination",09,07945,ARRGT,ARR ARR
SOIL_SCI,"700 Master's Research, Thesis, and/or Examination",10,08348,ARRGT,ARR ARR
SOIL_SCI,"700 Master's Research, Thesis, and/or Examination",11,08349,ARRGT,ARR ARR
SOIL_SCI,"700 Master's Research, Thesis, and/or Examination",12,08350,ARRGT,ARR ARR
SOIL_SCI,"702 Master's Special Problems, Directed Study, and/or Examination",01,06213,ARRGT,ARR ARR
SOIL_SCI,"800 Doctoral Research, Dissertation, and/or Examination",01,06214,ARRGT,ARR ARR
SOIL_SCI,"800 Doctoral Research, Dissertation, and/or Examination",02,06215,ARRGT,ARR ARR
SOIL_SCI,"800 Doctoral Research, Dissertation, and/or Examination",03,06216,ARRGT,ARR ARR
SOIL_SCI,"800 Doctoral Research, Dissertation, and/or Examination",04,06217,ARRGT,ARR ARR
SOIL_SCI,"800 Doctoral Research, Dissertation, and/or Examination",05,06218,ARRGT,ARR ARR
SOIL_SCI,"800 Doctoral Research, Dissertation, and/or Examination",06,06219,ARRGT,ARR ARR
SOIL_SCI,"800 Doctoral Research, Dissertation, and/or Examination",07,06220,ARRGT,ARR ARR
SOIL_SCI,"800 Doctoral Research, Dissertation, and/or Examination",08,06221,ARRGT,ARR ARR
SOIL_SCI,"800 Doctoral Research, Dissertation, and/or Examination",09,06222,ARRGT,ARR ARR
SOIL_SCI,"800 Doctoral Research, Dissertation, and/or Examination",10,06223,ARRGT,ARR ARR
SOIL_SCI,"800 Doctoral Research, Dissertation, and/or Examination",11,06224,ARRGT,ARR ARR
SOIL_SCI,"800 Doctoral Research, Dissertation, and/or Examination",12,08195,ARRGT,ARR ARR
SOIL_SCI,"800 Doctoral Research, Dissertation, and/or Examination",13,08351,ARRGT,ARR ARR
SPANISH,101 First Semester,02,07062,"M,TU,W,TH10.10-11",""
SPANISH,101 First Semester,03,07063,"M,TU,W,TH11.10-12",""
SPANISH,101 First Semester,04,07064,"M,TU,W,TH12.10-13",""
SPANISH,101 First Semester,09,08897,ARRGT,ARR ARR
SPANISH,102 Second Semester,01,09547,"M,TU,W,TH9.10-10",""
SPANISH,102 Second Semester,02,07065,"M,TU,W,TH10.10-11",""
SPANISH,105 Elementary Conversation,01,07066,W15.10-16,THOM 21
SPANISH,105 Elementary Conversation,02,07925,TH16.20-17.10,THOM 21
SPANISH,203 Third Semester,01 Lab,07072,ARRGT,ARR ARR
SPANISH,203 Third Semester,02 Lab,09549,ARRGT,ARR ARR
SPANISH,203 Third Semester,03 Lab,09550,ARRGT,ARR ARR
SPANISH,203 Third Semester,04 Lab,09551,ARRGT,ARR ARR
SPANISH,204 Fourth Semester,04,08553,"M,W,F12.10-13",BRYN 305
